date,tweet
2021-08-02,raptors on super heavyinstalling starship booster engines for first orbital flightfirst birds werenreal now bugs arenreal either
2021-08-03,2008 was an extremely tough year on every leveli was asked byreporter ifwas optimistic or pessimistic about spacexfuture that was my answerhard to believe itbeen 15 years already those goals actually precede the creation of tesla by many years goes back to probably 1992 whenwas in college however at the timethought the chance of achieving those goals was very lowvery close to real arms are able to move during descent to match exact booster position catch point is off to side in case catch fails donwant to hit launch mount booster is transferred back to launch mount for next flight designed to have lt 1 hour turnaroundthatabout right civilization can be powered withvery small of earth having solar panelswe stole the idea from karate kidsuper heavy booster moving to orbital launch mountthanks sandypitch control requires more force than yaw amp much more force than roll also grid fins closer to or in the wake of the booster are less effective however pretty good aero control can technically be achieved with only 2 grid fins with some effect on accuracyit was difficult
2021-08-04,the sheer amount of time tesla has spent dealing with bike lane is staggering short answer yesi do love nasa always haveall 6 engines mounted to first orbital starshipittruemars looks amazingjust want to say thanks to those in government who fight hard for the right thing to happen despite extreme pressure to do otherwise therein lies the core goodness of the american statei thought we had lost for sure we were justtiny company back then only 1 of 4 launches got to orbit amphad no money left out of the bluefew days before christmas nasa calls to say we wonthat is the goal our official name is actually space exploration technologies spacex is short formi do think that great design amp engineering of products are critical but manufacturing amp supply chain require orders of magnitude more work
2021-08-05,yeah they re all good butparticularly liked his biography of ben franklinmoving rocket to orbital launch padmechazilla will do this for future rockets but itnot quite ready yetif you re curious about tesla spacex amp my general goings on is writingbiographymaybe one dayi have great admiration for johnengineering ability what he did with armadillo was incredibleve tried to convince him many times to join spacex but he has always declined sighyeah seems odd that tesla wasninvitedit would be an honor to have you visit starbasethat was funwas operating on limited sleep amp serious back pain so not at my best itawesome that you know so much about how rockets work amp their development history am happy to do another factory tour inmonth or two and talk about whatchanged since last timeaiming to stack ship on booster todaymakes senseheshadowed me for several days so far
2021-08-06,irony indeedremaining tiles are on their waywinds are too high today looks like wind speed will be low enough to stack early tomorrow morningprobablyreality is total opposite of what detractors say biggest challenge is recruiting enough people to build cars sf bay area essentially has negative unemployment so people at our factory have several other job offers if they werentreated well they would leave immediatelydmtwitteronce mechazilla is operational winds will rarely be an issuetesla automation deutschland builtspecialized machine to wrap the rotor with carbon fiber at precise tension if too low it would come loose at low temp due to cte differences if too high it would snap at high temp amp rpmabsolutelytotal coincidence also booster height was originally 70m but we eliminatedhalf barrel for manufacturing efficiency so now it sover time we might get orbital payload up to 150 tons with full reusabity if starship then launched as an expendable payload would be 250 tons what isnobvious from this chart is that starship super heavy is much denser than saturn vdream come trueokan honor to work with suchgreat teamsureit will be exciting to see what new cultures humanity creates on other heavenly bodiesminus the liftsthere isreason no fully reusable orbital rocket has been built itan insanely hard problem moreover it must be rapidly amp completely reusable like an airplane this is the only way to make life multiplanetary efficiencies of scale is why starship is so largedue to its size amp ability to return science instruments even from deep space starship will enablewhole new class of science missionshigher structural margins overall are needed for reuse plus booster grid fins for aero control boostback amp landing propellant tanks protecting engines from entry loads ship body flaps for aero control deorbit amp landing propellant tanks heat shieldinevitablyit is 98 done but the remaining tiles are unique shapes requiring machining4 significant items final heat shield tiles for ship thermal protection of booster engines ground propellant storage tanks qd arm for ship 2 weeksstarship fully stacked
2021-08-07,always loved those empire state photos with people eating lunch out on the beamlong timeagreed this is not the time to pick technology winners or losers in cryptocurrency technology there is no crisis that compels hasty legislation
2021-08-09,
2021-08-10,believe in the futurewhat really matters for the longevity of civilization is making life multiplanetary onsustained basisseems like too many cooks in the kitchenimportant to bear in mind that production is as fast as the slowest part out of 10 000 unique parts incarspacex could do it if need be
2021-08-11,yeah16 flights is extremely unlikely starship payload to orbit is 150 tons so max of 8 to fill 1200 ton tanks of lunar starship without flaps amp heat shield starship is much lighter lunar landing legs donadd much 1 6 gravity may only need 1 2 full ie 4 tanker flightshowever even if it were 16 flights with docking this is notproblem spacex did more than 16 orbital flights in first half of 2021 amp has docked with station much harder than docking with our own ship over 20 timesyupitgonna be awesome
2021-08-12,exactlyirecommend they get their first plant working itinsanely difficult to reach volume production at affordable unit costsomehow this wasnconvincingyupi hopedobooster amp ship will return to orbital launch pad on monday winds allowing just finishing off some small plumbing amp wiring which is easier in high bayif lobbying amp lawyers could getto orbit bezos would be on pluto rnnote should be refill not refuel 78 of propellant is liquid oxygen only 22 is fueltesla makes cars for export in first half of quarter amp for local market in second half as publicly disclosed we are operating under extreme supply chain limitations regarding certain standard automotive chips most problematic by far are renesas amp bosch
2021-08-13,priority for residents of brandenburg amp berlin but also open to general publicthe staying power ofbad idea is astonishinggiga berlin brandenburg county fair amp factory tour on 9 octoberironmanpretty close booster amp arms will move faster qd arm will steady booster for ship matei will welcome death when it comespreferably on marsand ship will be caught by mechazilla too as with booster no landing legs those are only needed for moon amp mars until there is local infrastructure
2021-08-14,soon mechazilla will have armsas jeffrey besos is amply demonstratingno amount of money can defy physicsvorfreude waldeinsamkeitnatürlichyes on both counts that would begreat outcome for civilizationin the end itall about entropythe sad thing is that even if santa claus suddenly made their hardware real for free the first thing youwant to do is cancel itsuper agreetwitter dm laughing emoji is nightmaretouchéseriouslyi have great respect for kathy luedersactual volume manufacturing where cash in gt cash out is so damn hard most people have no ideastarship will enable humanity to becomemultiplanet speciessamepics or didn hapn ohall models do make use of aluminum casting but newwill be most advanced with 2 3 of body castmajor supercharger openings in west la coming soondemolition man is coming truedonlook herestarship will be crushingly cost effective for earth orbit or moon missions as soon as itoperational amp rapid reuse is happening mars islot harder because earth amp mars only align every 26 months so ship reuse is limited to dozen times over 25 to 30 year life of shipwe will make it happensolar wind batteries electric cars is obviously the futurewe re working on enabling public access to our restaurantshower thoughts work best for mesorry itbeen pretty intense latelymad respect for the makersi ve been saying this forwhile
2021-08-15,some unexpected last minute issues should go out in next day or twobeta 10 or maybe 10 1 going to pure vision set us back initially vision plus coarse radar had us trapped inlocal maximum likelevel cap pure vision requires fairly advanced real world ai but thathow our whole road system is designed to work nnwith vision9 3 probably 9 4 amp then maybe 10 significant architecture changes in 10real timefirst orbital stack of starship should be ready for flight infew weeks pending only regulatory approvalprobably soonerimprovements in 9 2
2021-08-16,robyn is great
2021-08-17,impressive
2021-08-18,trueyesyou can make anything fly hahaprobably slightly further forward smaller more inward no funny looking static aero at top as static aero no longer directly in flowbtw therea slight error with forward flap design moving section is needed for control but passive section is counter productive as it pushes nose backwards new design rotates fwd flaps more to leeward amp further forward to improve moment arm maybe 120 deg apartlow center of mass bit like our ship amp booster on reentryproduct ideassame
2021-08-19,no bottom static aero pushes engine section back counteracting starshiplow center of mass on reentry caused by the engine section aiming for 60 to 70 deg angle of attack during high heating portion of flight donwant to reenter with engines blasted by plasmawill makebig difference
2021-08-20,on nowwe have almost all the pieces needed for humanoid robots since we already make robots with wheelsita quintillion 10 18 floating point operations per second enough to simulatehuman brainyes
2021-08-21,pretty wildممتازdo they even know about the delta variantbot is not directly on the path of acceleratingsustainable energy future but it aspirationally improves the probability that the future is goodhopefullydeep cut hahatrue
2021-08-23,my son asked if we would still speak english 7000 years from nowsaid probably not there was not even the faintest hint of english 7000 years agoi never said thissummarized wellto extend the light of consciousness
2021-08-24,there isprofound difference between single planet amp multiplanet species if we are able to visit other stars one day we may discover many long dead single planet civilizationsthe guns of augustnine rings for mortal menitbasically the plot of fallout new vegasnow servingour license applications are pending in many more countries hoping to serve earth soonfsd beta 9 2 is actually not great imo but autopilot ai team is rallying to improve as fast as possible we re trying to havesingle stack for both highway amp city streets but it requires massive nn retrainingancient dogesnopejust drove fsd beta 9 3 from pasadena to lax much improved100k terminals shipped
2021-08-25,nothingperfect hahain general we overfit to sf bay areacanwait for new high bayitamazing by most standards but we are aiming for 1000 safer than the average human driver
2021-08-26,we should be there with beta 10 which goes outweek from friday no point release this week it will havecompletely retrained nn so will need another few weeks after that for tuning amp bug fixes best guess is public beta button in 4 weeksnicetesla china rocksishydrogen sonatabeta 10 will be next levelthis isrisk but not yetlimiting factor2 weeks
2021-08-27,turns out besos retired in order to pursuefull time job filing lawsuits against spaceximpressive render warts amp all new version of raptor is much cleanerour intent with this pack is that product experience is roughly equivalent between nickel amp irond personally slightly opt for iron pack as it wants to be charged to 100 whereas nickel prefers 90
2021-08-28,okyeah we should tie autopilot driving style preference amp various warning settings together in generalsuregood pointdonwant to be unreasonable but maybe they should be required to deliver at least one vehicle per billion dollars of valuation before the ipoyesi thought 1999 was peak insanity but 2021 is 1000 more insanegood point we do have torque reduction if an obstacle is detected but active braking would be better prime directive is do not crashpretty much
2021-08-29,the rocket fleet growsfalcon about to launch dragon toof courseflying over starbaseblack
2021-08-30,importantexactlythe beauty of physics truthi added the archangel 12 part and obviously havefondness for the letter xgood to see you amp at starbasedoffs110kbooster has 2 pins for lifting amp catching although maybe itbetter to modify grid fins to take more load something will need to flip out from leeward side of top of ship to do same there maybe itpart of fwd flaps but prob not diff solutions for diff load pathsspacex will try to catch largest ever flying object with robot chopsticks success is not guaranteed but excitement istank treads on the armsstage zerohopefully first try with booster 5
2021-08-31,big ass fans are greatstop projectingam watching star wars bad batch with lil babywaiting for season 2beta 10 coming soonthank for bringing this up tesla will expedite service center openings have you tried our mobile service that comes to youtrueno worries situation is under controltime to stop projecting amp cool offthis might be part of the problem gm is warning owners not to charge their bolts in or near their homes overnightgood point agreedsighjust figuring out the regulatory approval processthe dark side of onlyfans
2021-09-01,he should consider spending some money on actual lunar lander hardware instead of shady lobbyistsour satellites launching in next few months have inter satellite laser links so no local downlink needed probably active in 4 to 6 monthsgreat shots byyuptechnically data packets do not need to touch regular internet data can flow from user terminal to satelliteto user terminalfiling legal actions against spacex is actually his full time job2021 has been the year of super crazy supply chain shortages so it wouldnmatter if we had 17 new products as none would ship assuming 2022 is not mega drama new roadster should ship in 2023they can shake their fist at the skyi was in the berlin paint shop talking to the team on my last visit itgonna be great but bear in mind that it takes aboutyear fornew factory to reach volume production production is super hard work which is whyhave great respect for those who do itour new cranenorway ftwmaybe zap him on the head with our space lasers
2021-09-02,fsd beta 10 rolls out midnight friday next weeklooks promising that beta 10 1 about 2 weeks later will be good enough for public opt in request buttoni mostly run alpha software in my car which is not meant for public consumptionfew days before releaseswitch my car to what public will experiencethat is the aspiration but we need to be cautious safety is always paramount at teslawhat is loveyesprocessing is not an issue lasers links alleviate ground station constraints so data can go from say sydney to london through space which is 40 faster speed of light than fiber amp shorter path also no need for ground stations everywhere arctic will have great bandwidthin generalbelieve government should rarely impose its will upon the people and when doing so should aspire to maximize their cumulative happiness that saidwould prefer to stay out of politicsthe robots are coming anyway as boston dynamics videos clearly showwill not be able to ensure that robots made by other companies are safe butcan try my best to do so at teslagood progress applying information theory to currency which is just information lower fees reduce noise amp faster amp more consistent sync time improve latency amp jittersmoked hamur welcome pls be nice to the humansifkn tryinnot sure but maybefew months in general for any region we need to make software work well test it extensively amp then get regulatory approval if we could go faster while being safe we would
2021-09-03,yes physics of large cells means distance from cooling loop to center of cell is high so harder to prevent hotspots then pressure amp heat released from large cell in weak bag make it impossible to stop whole pack from burning pretty basicgenerally agree but probability of thermal runaway is dangerously high with large pouch cells tesla strongly recommends against their useand beta 10 isstep change improvement from what you haveiron the last element made instar appears likely to exceed nickel by 3 1 or moreour new cell is 46mm diameter with steel shell amp even that was huge challenge for propagation resistancethis is obv debatable butd call anything with 300 miles 500 km of true usable travel distance long range beyond that very long rangethere are vast amounts of iron and lithium on earth but much less nickel for global industry to scale battery production to 10 twh year it needs to be mostly iron higher energy density of nickel only needed for very long range vehicles amp aircrafttime is the ultimate currency
2021-09-04,a lot has happened in the past 8 years2022yeslot of good work happening on tesla sound codec amp audio software in general aiming for maximum music dopamine in your brain
2021-09-06,inot always late hahakorolev was amazingproduction is hard production with positive cash flow is extremely hardlarge incumbent carmakers sell their cars at low to zero true margin most of their profit is selling replacement parts to their fleet of which 70 to 80 are past warranty like razors amp blades new car companies lack this advantage also lack sales amp service infrastructure
2021-09-07,impressivetesla audio engineering is greatmany timesthanks what is your favorite teathatone of my testsand if it doesnwork hegonna sue deathworth it
2021-09-09,cybertruck is not like the othersare you the same today as you were yesterdaythat sums it up wellthe buildm driving right now is almost there fsd 10 will blow your mindjust messin with ya hahaexpansion will be gradual based on ensuring maximum safetyyet another round wheel is boring amp blocks the screen fsd in panoramic mode looks way better withyokeama yoke to youit seems to be working
2021-09-10,pov hardcoretesla modelplaid just set official world speed record forproduction electric car at nurburgring completely unmodified directly from factorymaybe not but it99 dot productsnext will be modified plaid with added aero surfaces carbon brakes amp track tires all things that can be done without tesla being in the looptesla doesnhave the bandwidth to do it but there are some good third party mod shopsexactly getting paid by the government to launch payloads at much lower prices than competitors is not government supportmetallurgy rūlzbooster static fire on orbital launch mount hopefully next weekalter falter dankeschön nürburgring tesla wird geerhtsatellites with lasers in space strokes white cattrack software update probablyfew weeks awayknowknow haha also waypoints amp other things
2021-09-11,these are v1 5 starlinks with laser inter satellite links which are needed for high latitudes amp mid ocean coveragedidnyou sorta winan early season episode of the tesla soap operayeahgreat work by tesla team with special thanks to tesla automation in prüm who were critical to many high performance parts of plaidplease challenge tim of apple to trial by combatdigital clock coming in 2 weeksthree weekshighway stack is still production version as it is more polished than fsd for now single stack for all should release in 10 1
2021-09-12,with 10 1 it will creep forward with more confidence amp quickly reverse backlittle just asperson would if it sees dangerthink of beta 10 as enablingsignificantly higher local maximum than beta 9to be fair investors are giving us significant credit for achieving self driving given that teslavaluation production is very high compared to other automakersnice drive
2021-09-13,ok ok hahathis is written by ford uaw lobbyists as they make their electric car in mexico not obvious how this serves american taxpayersforward flaps will changelot in upcoming versions of starship smaller amp more leewardliterallyfalcon 9 is technicallyheavy lift rocket if flown as an expendable payload to orbit is similar to delta iv heavy 25 tons to leo and starship is 10 times biggerahemfloki has arrivednice workgravitasthey are not yet friendsemojilutionnicheman power of appealing to niche audiences strikes again hahahawhether itstamp collectors in andorra or petticoat aficionados in lichtenstein none can resistdeepfsd 10 predicts height from video pixels directly without needing to classify groups of pixels into objects in principle even ifufo crashed on the road right in front of you it would still avoid the debris some work still needed to tune sensitivityalso we need to figure out how to render voxel height of unknown objects inway that isnhorrendouswill do
2021-09-14,it has indeed become hard to find which platform has which showinot saying there are ufos but there are ufosit is hard to overstate criticality of reusable rockets no less important than reusable aircraft cars or bicycles essential for humanity to becomemultiplanet species amp backup the biosphere
2021-09-15,watch countdown on netflix about inspiration4 mission launching today
2021-09-16,just spoke with crew all is wellmissions like inspiration4 help advance spaceflight to enable ultimately anyone to go to orbit amp beyondthatmy safe word toomaneuverability is important for safetythanks richardthank youit was an honor to wish you godspeed before you left for orbit
2021-09-17,yesrip sir sinclairloved that computercongratulations onsuccessful missiontruth is stranger than fictiongood feedback from fsd beta 10 users 10 0 1 point release rolling out now 10 1 rolls outweek from friday with beta request buttonnext monththe lesson from tortoise amp hare is not that tortoises are faster but rather that hares should not be complacentbeta button will request permission to assess driving behavior using tesla insurance calculator if driving behavior is good for 7 days beta access will be grantedtechnology probably ready infew months thereafter limited by regulatory approvalseptember will be interestingplease add your voice to the public comments support is greatly appreciated humanityfuture on the moon mars amp beyond depends upon it thanks elon
2021-09-18,33jay is rightsorry it was cold dragon will havefood warmer amp free wifi next timeyeah weuse our ka parabolics or laser links for dragon starship or other spacecraft as soon as they got above cloud levelironically yes at this time fsd beta system at times can seem so good that vigilance isnnecessary but it is also any beta user who isnsuper careful will get booted 2000 beta users operating for almostyear with no accidents needs to stay that waymoving at 23 times speed of sound circling earth every 90 minuteswhat propellantthrow in some hydrogen amp lithium forreal partyignitionprobably will traptesla with the production autopilot build but wonwork with fsd usingring of cones would stop fsd thoughautomatically drive to most obvious location unless occupant says otherwisewith that ship is basically begging for an extra 3 engineslong chain hydrocarbons like kerosene have excellent volumetric energy density but what you really want for rockets is best way to bind hydrogen which is ch4 also easy to make amp store ch4 o2 from co2 h2o which are abundant on marssighthis engine needs to be 10x lower cost order of magnitude change is good reason fornew name what really matters is not yet another advanced rocket engine as there are many such devices but there has never beencheap lt 1000 ton force rocket engine not even closeit will be therestill basically nothing compared to the orbital mass flux needed forbase on moon or marsfully reusable rockets want highw to minimize ton to orbit because propellant cost actually mattersexactly
2021-09-19,count me in for 50mi wish there were moreone of my favorite moviesso few products that you truly lovemaking life multiplanetary is an extremely hard but not impossible problemneedslittle warming uphestill sleepingabsolutelyyes no but it will get refilled amp maybe cargo transfercongratulations
2021-09-20,yeslooks fine take 2 aspirin call me in the morningseems that wayremarkable how few people realize this capability exists many think it is 5 years away with public beta rollout in coming weeks awareness should improve dramatically7 days after approval to log driving styletesla insurance calculator will show status in real time amp tell you what actions are needed to be rated good drivernottiny engineno has to be turned on by car ownergoodto be precise completely amp immediately reusable orbital rockets are the fundamental breakthrough needed to make life multiplanetarytesla has not yet decided onfourth gigafactory locationnice workwhich games did they like mostsome amount of cooperation would be good
2021-09-21,definitely upgraded toilets we had some challenges with it this flightjust met with the crew in florida to congratulate them in person such great peopleyeahlittle oven for heating food amp starlink wifigood point we could enable visualization before control will enable that option hopefully next month10 1 should solve that last cone issuenot super surprising given that internal combustion engine cars literally have combustion in the name
2021-09-22,birth rate collapse is the biggest threat to human civilizationthat would break the nasa budgettesla is the king of car fartsai used to be until last yearwe always do flight readiness reviews this argument makes no sensehopefully worldwide long term but insurance isregulatory labyrinth escape roomexactly giga shanghai makes cars for export in first half of quarter then cars for far away parts of china then cars for nearby parts of china net result iscrazy wave of deliveries end of quarter it is tough on our team so we re hoping to reduce the wave in q4 amp q1great view of earththe regulatory process for approval to offer insurance is extremely slow amp complex varying considerably by state tesla is hoping to offer real time based on actual driving history insurance in texas next month probably next year before we get approval in new yorklogistics is underrated
2021-09-23,i didnthink so at the timesuper important for doge fees to drop to make things like buying movie tix viablegiga berlin will helplotso pointy
2021-09-24,chris was an early employee of spacex and madesignificant contribution but was notcofoundermaybe reality isrick amp morty episode
2021-09-25,fsd beta request button goes live tonight but fsd 10 1 needs another 24 hours of testing so out tomorrow nightyesvery muchbeta calculation it will evolve over time to more accurately predict crash probabilityhaha so true of rocket engine developmentand booster used to be 70m but this required an awkward half barrel width of steel so now it69mwe use no cobalt at all in most of our cars amp tiny amounts in others going to zero soon whereas phones amp laptops primarily use cobalt
2021-09-26,absolutely tesla team rockswell ya see we need to reach around the rocket to uhhtruea helpful case to consider as the roads intersect at unusual anglesoknoted you should be able to press mic button amp say bug reportcomes in discreet packaging
2021-09-27,in an electric future batteries are as essential to transport as oil is todayillustrates why tesla sales will soon exceed mass of universewhere is hitchcock when you need him
2021-09-28,if tiles are not super thin you get hot plasma waterfalling off edges of tiles creating hotspots that saidm not entirely convinced that this couldnbe done with several overlapping scales of metal sheet with an insulator between scale armor amp primary structureheaded tank vent knocked offfew tileswow lot of interest in fsd beta plan is to roll out version 10 2 midnight friday then on ramp 1000 owners day prioritized by safety ratingisisof coursecybertruck option packagefirst few days probably 100 100 then 99 98 etchamster has mad skillzwe aim to do the most for the leastthis isserious concernapologies 10 2 release will beweek from friday
2021-09-29,reallymaxwell was incrediblespacex has sued to be allowed to compete bo is suing to stop competition
2021-09-30,proof was goodthat is the goalhello great pic thatme wavingamd has been great to work withno guarantees butthink it will this isbig part of whatmeant by teslalong term competitive advantage being manufacturing technology
2021-10-01,pushedweek to align with 10 2with amp powerwall battery you are your own utility 24 7 clean sustainable electricity
2021-10-02,will be falcon 9 size sooner or latercongrats tesla teamand thanks very much to our suppliers amp logistics partners for coming through despite great difficultiesthis is real btw
2021-10-03,amazing show about missioni really wanted to like itmanufacturing will be teslalong term competitive strengthsamenew dune is goodgood point will discuss with team floki pic tomorrowwalk this way no this wayi wishhad had the opportunity to talk to himlookin goodtough choice so many great movies but spaceballs for me
2021-10-04,floki frunkpuppythis was extremely difficult huge props to tesla engineering supply chain production amp key suppliersawesome effortless ordering is our goalwow
2021-10-05,tesla always pays its debts
2021-10-06,
2021-10-07,everyone withperfect score with get it there are 1000 owners with perfect scores maybe 1100 to 1200 by friday nightita big deal that dragon is reusable with improved refurbishment efficiency with each passing flight this is not the case for other orbital spacecraft it means the spacefleet grows every timenew dragon is madetry explaining it to17 month old thathardfsd beta 10 2 rolls out friday midnight to 1000 owners with perfect 100 100 safety scores rollouts will hold for several days after that to see how it goes if that looks good beta will gradually begin rolling out to 99 scores amp belowyeslong list of mostly little items but driving experience is significantly better we will put notable changes in the release notesshould be nationwide rollout by end of month note still limited by peak number of users in same area this will improve as more satellites are launchedsuredefinitely further refinements coming to early beta safety test score it will be refined continuously until it is an extremely good predictor of crash probability exciting actuarial problemhaha truestarlink is designed for low to medium population density which means we can hit max users in some areas fast please sign up early to ensurespot as more satellites roll out spacex will be able to serve morenote quality of experience can vary dramatically as our neural nets have far more training data in some parts of the country than others but this should improve rapidly with more driving in those regions
2021-10-08,exactlysorry if we ve been too dumb to respond to you please cite evidence of exceptional ability infew bullet points nothing else mattersplease consider joining tesla ai software or hardware teamsiso dying to dosupersonic electric votl jet but adding more work will make mythere are many small joys as you explore the car amp more to come via software updatesif youlike to join tesla ai but caneasily move to palo alto or austin that is acceptable for extremely excellent candidates where inefficiency of distance is overcome by talentso crazy to have come this far
2021-10-09,das klingt nach space partysunday mondayit will hopefully achieve sustained cycle time of 45 seconds at 75 uptime over an average week that10k week if run 24 7giga berlin brandenburg spaß party heutea few last minute concerns about this build release likely on sunday or monday sorry for the delay
2021-10-10,these are nice but high time we builtreally big tesla coilsure hope socells amp fsd are massive the rest is just beauty amp romance but life is empty without those last twophysics ftwyeah headlights are precision led so they can be bright without blinding oncoming traffic pedestrians amp cyclistshell yeahteam is in fact working hard they just confirmed 10 2 is good to go tomorrow nighti love alw couldnagree more my dog marvin is havanese too althoughm his emotional support humanittrue
2021-10-11,low occlusion gates are challenging but should be fixed soonthanks for playing giga berlinitcomingpuff puff what if the cure for cancer puff puff was in the leafit will be available in perforated rollsjust want to emphasize this is the work of hundreds of awesome engineers in both software amp hardware over 1000 data analysts amp billions of owner milesvision became so good that radar actually reduced snr so radar was turned off humans drive with eyes amp biological neural nets so makes sense that cameras amp silicon neural nets are only way to achieve generalized solution to self drivingnot to mention warm up latencystarship ishard problemall the stairwells currently shown as wood clad will actually have graffitibeta 10 2 now rolling out to cars with 100 100 safety score over 100 miles
2021-10-12,but they should go electric now less range but so easy quiet amp cleanyeahyeah on its way sighstarship launch sitebeenz beenz the musical fruit the more you eat the more you tootthere is something great about the cessna 172 182 design
2021-10-13,lasersgodspeed captainmaybe next week welike to get to 10 3 before expanding the betaalwaysagreed trying to get all the approvals needed to offer insurance is extremely difficult but itcomingproduction supply chain amp logistics are so hard
2021-10-14,they willhoping to get this done sooncanwait to be in genshin impactdeath note evangelion ghost in the shell spirited away princess mononoke full metal alchemist your namemany great suggestions in this threadaspirationally for everyonethese are strange dayscongrats was cool to send to spacegreat gamehahayes we are talking to airlines about installing starlink please let them know if you want it on your airliner low latency half gigabit connectivity in the airif it possible to start an ev company without shipping any cars amp getvaluation less thanbillion dollarsi hope they havehigh pain tolerance scaling production supply chain logistics amp service isworld of hurt
2021-10-15,technical details will be in release noteslasik has improved so many peoplelivesfan art is the bestpretty muchcorrectwe already havegiant free fusion reactor in the sky called the sun just catch itenergy with pv store in battery amp you re pretty much donebeta 10 3 releasing friday next week to all cars with 99 100 safety score
2021-10-16,hopefully enough to extend life to mars
2021-10-17,we can do that partially but detailed rocket technology is considered advanced weaponry same tech as nuclear missiles so there are more limitations than at teslayeahthanksmaybe buffett should invest in tesla hahathanks cameron county brownsville amp south padre for your support much appreciated
2021-10-18,autonomy must amp will work even with no connectivity_ _ gti ve thought about andm not sorry for party rockingluck is the best superpoweras soon as major construction is done so maybe infew monthsgood review
2021-10-19,they re required by law but designed to be easy to remove by ownersi would gladly obey the chemtrails butdonunderstand what they are saying hahaovaltine is amazing
2021-10-20,well optimized starship would do 250 tons to orbit as expendable amp 150 tons fully reusablenodsthe day fsd goes to wide release will be one of the biggest asset value increases in historymost big companies in tech have turned into places where talent goes to dieobjectively her track record is extremely biased against teslafull amp rapid reusability is the holy grail of orbital rocketrycgi irlodd
2021-10-21,very soonyupwell said dr aldrinabsolutelymost likelynoooobeat thewe areyeah when we re out of beta
2021-10-22,itgonna be greatthis will be coolraptor hasvery high chamber pressure which in turn allows forlarge expansion ratio nozzle without flow separation at sea levelcurrently at 270 bar but working on upgrades to get it over 300 barhopefullyif all goes well starship will be ready for its first orbital launch attempt next month pending regulatory approvalno we expect some tiles to shake loose during static firesyeah although early production cars will need camera upgrades as well as fsd computer all included in the priceexactlytries to launch some rockets accidentally summons dark lordsquid game is squid game for ispscanretweet this in cropped formi mean just the imagecome see the apple clothin dogecoininterestinghey qt314starbase under constructiongreatshaking out the problems literally haha
2021-10-23,regression in some left turns at traffic lights found by internal qa in 10 3 fix in work probably releasing tomorrowyesyour support makesbig difference please let the faa know your opinion
2021-10-24,as requestedgot to 321 bar before rud but cause may be due to oxygen inlet pressure too low rather than engine issuesneither jared nor me nor anyoneknow has anything to do with this foundationplus crypto scams hahapossibly bitcoin was conceived attime of relatively low bandwidth amp high latency if both continue to improve substantially we will reachpoint when no second layer is neededwe live ingerontocracynot recently what matters imo is lowering fees decreasing block time amp increasing block sizesingle layer network with exchanges as de facto layer 2 seems like the simplest solution formedium of exchangelots of peopletalked to on the production lines at tesla or building rockets at spacex own doge they arenfinancial experts or silicon valley technologists thatwhydecided to support doge it felt like the peoplecryptoout of curiosityacquired some ascii hash strings called bitcoin ethereum amp doge thatit asve said before donbet the farm on crypto true value is building products amp providing services to your fellow human beings not money in any formnonewe re working on this issue right nowwasneasyseeing some issues with 10 3 so rolling back to 10 2 temporarily please note this is to be expected with beta software it is impossible to test all hardware configs in all conditions with internal qa hence public beta
2021-10-25,pop music has both literal amp figurative stockholm syndromeerotic democracy gt gt sclerotic democracymaybe optimus will havecat girl versionraptor 2 haslarger throat diameter so thrust is 245 tons at 321 barmacrohard gt gt microsoftsclerotic democracyalthough teams is pretty goodwhat if ur name is johnson ampjust happen to work at johnson amp johnson10 3 1 rolling out nowthat feature is comingprototypes are trivial compared to scaling production amp supply chain if those are solved achieving positive gross margin is the next nightmare startingsecond new vehicle line before first is working will divide resources amp amplify probability of failureindeed this is intended to be useful advice based on my extremely painful experience not an attack in any waywild t1mesnaughtius maximus
2021-10-26,strange that moved valuation as tesla is very muchproduction ramp problem notdemand problemtruth is stranger than fictionto be clear cars sold to hertz have no discount same price as to consumersi donknow about long term but short term we are seeing strong inflationary pressuresorry to tesla beta users for the trouble issue turned out to be power saving mode interacting with fsd our internal qa fleet didnsee this because cars are constantly in use so very rarely enter power saving mode internal qa will obv test this case going forwardilike to express appreciation to tesla autopilot engineering amp qa for working round the clock all weekend to resolve the problemwho is best at capital allocation government or entrepreneurs is indeed what it comes down to the tricksters will conflate capital allocation with consumptionthanksthis is more important than it may seem at firstbut the bee nails it againgerman car manufacturers will rebound strongly they possess great talent which will not sit idlealso tesla will soon begerman car manufacturerexactly eventually they run out of other peoplemoney and then they come for youreducing traffic fatalities by 90 seems likely perhaps ultimately by over 99another way of saying we re insimulationi kinda like avocado toast amp pro level coffee tbh starbase cuisine does an amazing job with those
2021-10-27,wow 13 years agoifsend you 2 doge will you promise to send me 1 dogei feel like this has happened at teslafew times
